fid,code_giris,can_orient,city_irreg,wdt_str,alb,pop_den,veg_den,bld_hgt,no_wind_d,max_temp,max_dtemp,no_cloud,iuhi,veg_dt,veg_cost,veg_eff,alb_dt,alb_cost,alb_eff,cmb_dt,cmb_cost,cmb_eff,age_perc,pov_perc,alone_perc,dpe_perc,hvi
"1662","9202402",SW,mixed,4.85,0.1553,10811.59,0.28111,13.67,0.0728,24.3,8.8,36.5675,6.69,1.05,7.913,0.1372,1.12,4.7223,0.1322,2.16,12.6353,0.1447,12.46,16.67,34.2,41.67,12
"1663","9202403",SW,irregular,4.86,0.1409,13863.86,0.26746,14.46,0.0728,24.3,8.8,36.5675,7.06,1.05,10.283,0.1354,1.01,5.1223,0.1409,2.06,15.4053,0.1452,11.58,19.95,35.15,33.62,12
"1664","9202404",SE,irregular,5.17,0.1352,24198.04,0.07516,15.55,0.0728,24.3,8.8,36.5675,8.29,2.09,12.938,0.3739,1.52,4.868,0.3895,3.62,17.806,0.3852,12.39,21.79,45.42,66.1,18
"1665","9202405",SW,mixed,4.84,0.1388,23639.53,0.03964,12.85,0.0728,24.3,8.8,36.5675,8.75,2.36,11.94,0.4469,1.53,4.0104,0.4649,3.89,15.9504,0.4515,12.01,22.42,40.66,49.08,17
"1666","9202406",SE,mixed,4.8,0.1302,28195.65,0.04104,16.03,0.0728,24.3,8.8,36.5675,8.87,2.36,6.365,1,1.53,2.2238,1,3.89,8.5888,1,14.27,13.23,44.1,56.67,17
"1667","9202501",E,irregular,4.51,0.134,13055.1,0.03986,6.39,0.0728,24.3,8.8,36.5675,8.43,2.35,67.992,0.0432,1.52,21.7435,0.047,3.88,89.7355,0.0442,13.43,9.8,36.17,73.03,16
"1668","9202502",SW,irregular,4.84,0.1494,8757.79,0.2461,7.21,0.1254,23.9,10.33,41.3272,7.16,1.31,42.599,0.0258,1.01,18.1975,0.0251,2.32,60.7965,0.0262,13.21,19.82,33.38,56.98,14
"1669","9202503",SW,irregular,4.42,0.1437,10836.55,0.03086,5.51,0.0728,24.3,8.8,36.5675,8.17,2.36,41.121,0.0595,1.11,12.1803,0.0509,3.47,53.3013,0.0552,12.87,14.24,29.03,64.42,15
"1670","9202504",SE,mixed,4.67,0.1426,13828.4,0.02629,7.46,0.0728,24.3,8.8,36.5675,7.93,2.35,23.221,0.1339,1.11,7.197,0.1099,3.46,30.418,0.1232,10.31,21.47,30.18,49.55,15
"1671","9202601",SW,irregular,5.16,0.141,15203.51,0.02833,8.37,0.0728,24.3,8.8,36.5675,7.69,2.36,16.262,0.2111,1.11,5.3393,0.1629,3.47,21.6013,0.1912,12.31,9.46,41.63,68.8,15
"1672","9202602",SW,mixed,5.16,0.1391,20878.46,0.17951,11.48,0.0728,24.3,8.8,36.5675,7.35,1.58,11.912,0.2649,1.53,5.0579,0.3256,3.1,16.9699,0.2987,16.36,7.25,42.27,56.21,15
"1673","9202603",SE,irregular,4.8,0.1325,20225,0.11144,11.34,0.0728,24.3,8.8,36.5675,8.53,1.83,11.919,0.297,1.53,4.7358,0.3368,3.36,16.6548,0.3195,14.95,6.79,42.72,71.85,17
"1674","9202604",E,irregular,4.59,0.1351,24267.14,0.05964,14.23,0.0728,24.3,8.8,36.5675,8.57,2.1,18.492,0.2636,1.53,6.2308,0.3072,3.62,24.7228,0.2782,8.66,12.37,38.84,44.62,14
"1675","9202605",SE,irregular,4.9,0.1371,16240.26,0.15155,24.6,0.0728,24.3,8.8,36.5675,8.75,1.58,15.564,0.1577,1.53,6.2003,0.2066,3.1,21.7643,0.1811,12.76,14.01,39.8,29.32,15
"1676","9202606",SW,irregular,5.14,0.145,20488.89,0.10321,10.98,0.0728,24.3,8.8,36.5675,7.5,1.84,10.564,0.3414,1.11,4.1494,0.2825,2.95,14.7134,0.3217,13.78,9.33,38.51,58.17,14
"1677","9202607",SW,regular,4.96,0.1448,21352,0.19263,18.51,0.0728,24.3,8.8,36.5675,7.43,1.57,8.72,0.3677,1.11,4.0511,0.3016,2.68,12.7711,0.3509,18.76,9.47,40.96,30.95,14
"1678","9203201",E,irregular,4.42,0.1403,8800,0.18097,7.32,0.0728,24.3,8.8,36.5675,7.1,1.58,46.114,0.0288,0.869999999999999,15.9161,0.0248,2.44,62.0301,0.0271,16.64,9.51,37.66,63.18,14
"1679","9203301",E,irregular,4.53,0.1449,6600,0.3301,7.4,0.0915,22.75,8.79,35.6522,6.22,0.79,22.197,0.0225,0.87,14.7567,0.0201,1.65,36.9537,0.0231,17.47,7.22,33.36,54.75,12
"1680","9203501",E,irregular,4.97,0.1442,15690.45,0.03368,7.99,0.0728,24.3,8.8,36.5675,8.08,2.35,50.141,0.0703,1.21,16.7703,0.0584,3.57,66.9113,0.0656,13.65,7.77,39.06,62.36,15
"1681","9203601",E,irregular,4.52,0.1324,18123.08,0.15277,20.35,0.1254,23.9,10.33,41.3272,8.69,1.57,7.851,0.3467,0.93,1.6204,0.5362,2.51,9.4714,0.3761,13.17,23.6,25.03,3.57,13
"1682","9203602",S,regular,4.94,0.1389,14226.32,0.10208,6.49,0.1254,23.9,10.33,41.3272,8.43,1.83,13.425,0.1855,1.42,4.0511,0.2571,3.25,17.4761,0.2072,16.08,22.73,29.78,69.57,17
"1683","9203603",SW,irregular,5.09,0.1358,18479.49,0.11808,13.63,0.1254,23.9,10.33,41.3272,7.95,1.84,8.764,0.3711,1.29,2.3493,0.5231,3.12,11.1133,0.4063,16.8,26.74,44.19,71.43,18
"1684","9203605",S,irregular,4.91,0.1395,8219.12,0.157,9.15,0.1254,23.9,10.33,41.3272,8.1,1.58,40.484,0.0307,1.01,15.0245,0.0285,2.58,55.5085,0.0299,9.94,19.5,29.19,43.23,12
"1685","9204001",SW,regular,4.59,0.1363,18356.52,0.18073,14.55,0.0728,24.3,8.8,36.5675,7.66,1.57,8.392,0.3285,1.53,4.2409,0.3414,3.1,12.6329,0.3527,17.99,6.81,40.82,41.98,14
"1686","9204002",SW,irregular,4.85,0.1335,19254.24,0.10621,10.67,0.0728,24.3,8.8,36.5675,8.46,1.83,13.731,0.2455,1.52,5.5833,0.2702,3.36,19.3143,0.2623,16.42,8.11,45.02,45.91,15
"1687","9204003",SW,regular,4.35,0.1397,12585.29,0.06682,7.32,0.0728,24.3,8.8,36.5675,7.43,2.09,8.817,0.2854,1.11,3.0273,0.2379,3.2,11.8443,0.2663,14.84,6.09,35.7,54.76,14
"1688","9204004",SW,irregular,4.59,0.1433,17608.7,0.08388,9.28,0.0728,24.3,8.8,36.5675,8.11,2.09,22.798,0.1544,0.999999999999999,7.2343,0.1255,3.1,30.0323,0.1423,10.57,7.22,35.95,42.21,12
"1689","9204005",SW,irregular,5.41,0.1302,20900,0.09599,13.87,0.0728,24.3,8.8,36.5675,8.18,2.1,21.327,0.1969,1.53,8.2377,0.2001,3.63,29.5647,0.2009,8.81,8.22,37.46,33.5,12
"1690","9204006",SW,irregular,5.56,0.1358,8116.33,0.25513,16.57,0.0728,24.3,8.8,36.5675,6.84,1.05,6.478,0.1258,1.53,4.3155,0.1483,2.57,10.7935,0.1513,8.89,6.58,35.58,30.43,10
"1691","9204401",SW,mixed,5.18,0.141,25895.04,0.11687,14.77,0.0728,24.3,8.8,36.5675,7.19,1.83,54.58,0.083,1.21,21.7367,0.0743,3.05,76.3167,0.081,14.18,9.36,41.77,57.45,14
"1692","9204601",SW,irregular,4.46,0.1398,13562.8,0.07297,7.83,0.0728,24.3,8.8,36.5675,7.98,2.1,52.82,0.0516,1.11,19.2349,0.0403,3.21,72.0549,0.0473,15.8,12.14,42.17,64.04,17
"1693","9204802",SW,irregular,4.32,0.1369,7452.76,0.29636,7.85,0.0915,22.75,8.79,35.6522,7.12,1.05,41.544,0.018,1.28,23.2588,0.0211,2.33,64.8028,0.021,17.24,7.74,34.15,63.16,14
"1694","9204901",SW,irregular,4.95,0.1342,21012.56,0.03784,11.51,0.0728,24.3,8.8,36.5675,9.05,2.35,57.729,0.0818,1.63,20.123,0.0877,3.98,77.852,0.0841,14.96,9.9,45.6,59.72,16
"1695","9205001",SW,irregular,4.63,0.1416,10117.24,0.04061,5.73,0.0728,24.3,8.8,36.5675,8.17,2.36,24.1,0.0948,1.11,7.2919,0.0794,3.47,31.3919,0.0876,12.57,10.5,29.12,59.09,13
"1696","9205002",SE,irregular,4.71,0.1398,8244.95,0.1701,5.86,0.0728,24.3,8.8,36.5675,7.32,1.57,20.667,0.0599,0.87,7.3394,0.0504,2.44,28.0064,0.0563,13.9,9.91,27.17,28.2,11
"1697","9205003",SE,irregular,4.81,0.1364,12494.2,0.04668,7.18,0.0728,24.3,8.8,36.5675,8.66,2.36,18.831,0.1498,1.53,5.9834,0.1647,3.89,24.8144,0.1534,13.62,12.33,36.56,51.03,16
"1698","9205004",SW,irregular,4.48,0.1371,10052.34,0.05708,6.91,0.0728,24.3,8.8,36.5675,8.33,2.1,28.451,0.071,1.43,8.7598,0.0846,3.52,37.2108,0.0745,13.22,11.49,39.26,62.3,16
"1699","9205005",SE,irregular,4.87,0.1483,12531.09,0.23557,17.31,0.0728,24.3,8.8,36.5675,7.44,1.31,28.065,0.0559,1.01,13.1905,0.0495,2.32,41.2555,0.0552,10.91,22,32.57,35.76,14
"1700","9205006",SW,irregular,5.6,0.1621,4591.42,0.13133,11.12,0.0728,24.3,8.8,36.5675,6.66,1.83,50.276,0.016,0.59,11.8684,0.0118,2.42,62.1444,0.014,8.38,21.96,33.89,13.14,11
"1701","9205007",SW,irregular,4.97,0.1402,4614.88,0.14408,9.13,0.0728,24.3,8.8,36.5675,7.43,1.83,34.805,0.0232,1.01,11.1362,0.0216,2.84,45.9412,0.0223,12.19,29.18,28.03,10.07,11
"1702","9205008",SW,irregular,5.19,0.1531,5309.77,0.11914,8.62,0.0728,24.3,8.8,36.5675,6.81,1.83,57.345,0.0162,1,15.3296,0.0179,2.84,72.6746,0.0162,10.79,21.71,34.11,44.39,13
"1703","9205101",E,irregular,5.78,0.1314,13039.19,0.41443,12.98,0.0728,24.3,8.8,36.5675,5.85,0.26,1.827,0.1775,1.42,5.4918,0.1738,1.69,7.3188,0.2358,22.18,9.18,37.13,64.6,14
"1704","9205102",E,regular,5.74,0.1194,15071.43,0.24079,15.11,0.0728,24.3,8.8,36.5675,7.06,1.31,2.98,0.6337,2.05,2.1764,0.7318,3.36,5.1564,0.769,22.34,12.16,41.21,71.43,17
"1705","9205103",SE,regular,5.73,0.1299,22015.91,0.12458,15.89,0.0728,24.3,8.8,36.5675,7.49,1.83,19.389,0.1988,1.53,8.675,0.2002,3.36,28.064,0.2064,20.17,10.5,45.2,71.01,17
"1706","9205104",SW,irregular,5.83,0.1391,14207.98,0.35781,13.14,0.0728,24.3,8.8,36.5675,6.4,0.52,11.826,0.0598,1.42,13.36,0.0778,1.95,25.186,0.0861,22.24,9.8,40.07,70.25,16
"1707","9206001",E,irregular,4.32,0.1425,8131.09,0.24866,8.61,0.0915,22.75,8.79,35.6522,6.82,1.31,46.574,0.0219,0.87,20.5061,0.0178,2.18,67.0801,0.0207,14.43,6.35,35.2,32.82,12
"1708","9206201",SW,irregular,4.91,0.156,5485.84,0.27989,38.49,0.0728,24.3,8.8,36.5675,7.39,1.05,13.051,0.0422,1.11,7.4105,0.0424,2.16,20.4615,0.0453,15.89,13.36,36.49,25.49,13
"1709","9206202",SW,irregular,4.82,0.1376,18920.63,0.1171,12.01,0.0728,24.3,8.8,36.5675,8.46,1.83,14.199,0.2333,1.42,4.5358,0.3054,3.25,18.7348,0.257,15.62,11.56,41,53.21,16
"1710","9206203",SW,mixed,4.71,0.1445,15156.6,0.19897,10.3,0.0728,24.3,8.8,36.5675,7.34,1.57,18.033,0.1262,1.11,8.5496,0.1014,2.68,26.5826,0.1197,10.53,9.37,40.25,59.13,14
"1711","9206204",SW,irregular,5.19,0.1364,26189.47,0.04242,10.74,0.0728,24.3,8.8,36.5675,8.44,2.36,10.48,0.5641,1.53,3.3053,0.6249,3.89,13.7853,0.5787,11.95,11.23,44.31,58.06,15
"1712","9206301",SW,irregular,5.02,0.1363,9460.37,0.11522,6.81,0.0915,22.75,8.79,35.6522,7.36,1.83,37.171,0.0446,1.42,11.4413,0.0605,3.25,48.6123,0.0495,11.37,9.38,36.35,44.39,12
"1713","9206302",SE,irregular,4.77,0.1453,7727.03,0.21249,6.22,0.0915,22.75,8.79,35.6522,6.97,1.31,11.914,0.0813,0.87,4.3901,0.0789,2.18,16.3041,0.0809,19.54,4.3,35.24,66.22,14
"1714","9206305",SE,irregular,4.17,0.1579,3849.63,0.42872,6.53,0.0915,22.75,8.79,35.6522,5.76,0.26,4.091,0.0234,0.73,10.0446,0.0144,0.99,14.1356,0.0211,16.9,6.01,26.36,31.77,10
"1715","9206306",S,mixed,4.3,0.1398,13788.14,0.11719,7.86,0.0915,22.75,8.79,35.6522,8.07,1.83,13.294,0.1816,0.87,3.607,0.1714,2.7,16.901,0.1725,15.97,11.3,33.98,51.09,14
"1716","9206307",SE,irregular,4.35,0.1492,8323.53,0.10748,6.13,0.0915,22.75,8.79,35.6522,7.56,1.83,47.303,0.0308,1,13.1973,0.0325,2.84,60.5003,0.0306,15.26,7.33,30.98,44.6,13
"1717","9206308",SW,mixed,4.41,0.139,9863.23,0.14107,7.22,0.0915,22.75,8.79,35.6522,7.68,1.84,32.426,0.0535,1.43,11.9057,0.0611,3.26,44.3317,0.0568,14.95,6.73,37.25,57.75,14
"1718","9207101",E,irregular,4.32,0.1499,5267.22,0.432,7.47,0.0728,24.3,8.8,36.5675,5.64,0.27,4.617,0.0295,0.73,15.5703,0.0127,0.99,20.1873,0.0202,20.52,7.37,34.99,67.41,14
"1719","9207301",SW,irregular,4.68,0.1407,12172.63,0.19788,8.94,0.0728,24.3,8.8,36.5675,7.45,1.57,64.925,0.0282,1,28.1268,0.0223,2.58,93.0518,0.0264,12.29,9.63,36.41,51.77,13
"1720","9207501",SW,irregular,4.52,0.1376,15946.15,0.10699,10.34,0.0728,24.3,8.8,36.5675,8.33,1.84,36.224,0.0775,1.53,13.5159,0.0931,3.36,49.7399,0.0844,16.45,8.14,42.24,61.98,17
"1721","9207801",S,irregular,5.18,0.1448,7176.56,0.24784,8.29,0.1254,23.9,10.33,41.3272,7.14,1.31,43.883,0.0205,1,20.5637,0.018,2.31,64.4467,0.0201,12.9,20.47,29.7,46.86,13
"1722","9300101",S,irregular,3.97,0.1306,18410.53,0.16332,8.66,0.1254,23.9,10.33,41.3272,9.15,1.57,3.689,0.1587,1.42,1.6713,0.1414,3,5.3603,0.1624,11.65,33.29,28,75.68,17
"1723","9300102",E,irregular,4.21,0.1308,14102.5,0.07162,5.82,0.1254,23.9,10.33,41.3272,8.34,2.1,10.243,0.0586,1.53,3.8002,0.0513,3.62,14.0432,0.0573,14.56,34.05,30.41,76.8,19
"1724","9300103",SW,irregular,4.04,0.1544,12290.67,0.30433,8.33,0.1254,23.9,10.33,41.3272,6.77,0.79,7.425,0.0265,0.869999999999999,3.5968,0.0269,1.65,11.0218,0.029,10.05,37.77,28.85,64.89,15
"1725","9300104",S,mixed,4.2,0.1349,22936.36,0.14276,17.75,0.1254,23.9,10.33,41.3272,9.12,1.83,4.577,0.1857,1.28,1.2577,0.211,3.12,5.8347,0.1932,10.68,39.25,25.18,36.36,15
"1726","9300105",S,irregular,4.01,0.1401,19739.66,0.03455,8.02,0.1254,23.9,10.33,41.3272,9.22,2.36,16.304,0.0579,1.11,5.3325,0.0371,3.47,21.6365,0.0499,8.85,35.86,31.29,62.57,19
"1727","9300106",SW,irregular,4.7,0.135,25551.52,0.01011,10.44,0.1254,23.9,10.33,41.3272,9.16,2.36,9.821,0.1244,1.53,3.1798,0.1111,3.89,13.0008,0.1205,8.1,39.01,31.87,62.92,18
"1728","9300107",S,irregular,3.97,0.1572,11320,0.01428,8.41,0.1254,23.9,10.33,41.3272,9.25,2.36,10.318,0.0524,1.11,2.7629,0.0411,3.47,13.0809,0.0473,13.76,33.47,32.11,64.06,20
"1729","9300108",E,irregular,4.25,0.1214,50875,0.05021,25.96,0.1254,23.9,10.33,41.3272,9.29,2.1,2.164,1,1.43,0.6577,1,3.52,2.8217,1,12.34,42.03,32.19,69.23,20
"1730","9300109",E,mixed,4.33,0.1355,19027.78,0.05208,8.64,0.1254,23.9,10.33,41.3272,8.17,2.1,14.541,0.0557,1.53,5.1087,0.0515,3.62,19.6497,0.0552,11.29,34.82,34.87,65.31,17
"1731","9300110",S,mixed,4.12,0.1318,20778.95,0.05586,11.12,0.1254,23.9,10.33,41.3272,9.27,2.1,5.068,0.1744,1.53,1.756,0.1637,3.63,6.824,0.1742,12.62,35.12,41.1,42.11,19
"1732","9300111",E,irregular,5.23,0.1469,8004.05,0.09351,7.26,0.1254,23.9,10.33,41.3272,7.1,2.09,17.857,0.019,1.11,6.2071,0.0129,3.2,24.0641,0.0168,6.84,37.42,32.45,54.95,15
"1733","9300112",S,irregular,4.54,0.1477,5636.17,0.05913,9.1,0.1254,23.9,10.33,41.3272,8.47,2.1,37.296,0.0064,1.11,12.2616,0.0046,3.21,49.5576,0.0058,7.76,39.82,29.88,38.52,15
"1734","9300501",SW,irregular,4.72,0.1471,3553.14,0.10524,4.68,0.1254,23.9,10.33,41.3272,7.33,1.83,40.843,0.0032,1.01,12.6074,0.0026,2.84,53.4504,0.003,15.21,17.25,24.99,62.65,15
"1735","9300502",SW,irregular,5.09,0.1618,2858.48,0.32386,6.39,0.1254,23.9,10.33,41.3272,5.51,0.79,56.641,0.0008,0.59,27.9099,0.0005,1.38,84.5509,0.0007,10.97,30.6,18.38,78.34,13
"1736","9300503",S,irregular,4.9,0.1388,6164.54,0.01926,5.24,0.1254,23.9,10.33,41.3272,9.22,2.35,41.091,0.0071,1.28,9.1869,0.0078,3.64,50.2779,0.007,16.38,14.73,28.41,68.3,17
"1737","9300504",S,irregular,4.03,0.1387,6025.98,0.07831,5.03,0.1254,23.9,10.33,41.3272,8.96,2.09,31.949,0.008,1.42,9.2547,0.0084,3.52,41.2037,0.0081,16.28,13.41,31.07,61.49,16
"1738","9300505",SW,irregular,3.92,0.1393,5688.03,0.08744,4.53,0.1254,23.9,10.33,41.3272,8.39,2.1,28.712,0.0084,1.42,8.4648,0.0086,3.52,37.1768,0.0085,15.09,15.35,25.87,60.93,15
"1739","9300506",SW,irregular,4.14,0.1454,6654.55,0.09104,4.57,0.1254,23.9,10.33,41.3272,7.75,2.1,37.418,0.0076,0.87,9.6513,0.0054,2.96,47.0693,0.0066,15.75,18.03,27.81,58.42,14
"1740","9300507",E,irregular,4.73,0.1393,12480.43,0.26997,7.17,0.1254,23.9,10.33,41.3272,7.22,1.04,5.621,0.0468,1.14,2.1459,0.0599,2.19,7.7669,0.0554,9.59,29.04,18.53,3.33,9
"1741","9300508",SW,irregular,4.67,0.1432,12903.3,0.22511,8.58,0.1254,23.9,10.33,41.3272,7.29,1.31,13.875,0.0247,0.73,3.5256,0.0242,2.04,17.4006,0.0238,9.56,36.39,25.75,41.96,13
"1742","9300509",E,irregular,4.26,0.1368,7080.95,0.02905,4.8,0.1254,23.9,10.33,41.3272,8.21,2.36,29.906,0.0113,1.29,7.197,0.0115,3.65,37.103,0.011,14.79,14.72,31.54,68.69,16
"1743","9300601",S,irregular,4.73,0.1402,13850.97,0.12283,8.53,0.0728,24.3,8.8,36.5675,8.39,1.83,56.929,0.009,1.11,24.0826,0.0058,2.94,81.0116,0.0079,12.7,24.29,35.87,51.37,17
"1744","9300701",SW,irregular,4.66,0.1445,6955.69,0.10067,4.94,0.1254,23.9,10.33,41.3272,7.49,1.84,191.07,0.0014,1.01,53.7857,0.0012,2.84,244.8557,0.0013,11.56,24.97,25.1,59.47,14
"1745","9300801",E,irregular,4.87,0.1435,7849.12,0.15879,5.77,0.1254,23.9,10.33,41.3272,7.12,1.57,133.73,0.0019,1,44.3514,0.0016,2.58,178.0814,0.0018,10.66,30.85,26.4,55.71,13
"1746","9301001",E,irregular,5.21,0.1395,8198.85,0.12488,5.38,0.1254,23.9,10.33,41.3272,6.84,1.83,38.303,0.0079,0.87,10.2717,0.0063,2.7,48.5747,0.0072,12.18,35.05,25.2,27.75,12
"1747","9301002",E,mixed,5.71,0.1288,10673.83,0.07251,6.19,0.1254,23.9,10.33,41.3272,7.28,2.09,27.336,0.0165,1.28,7.2173,0.0171,3.38,34.5533,0.0165,12.04,21.28,35.04,66.58,14
"1748","9301003",E,regular,4.28,0.1367,9787.84,0.07486,4.89,0.1254,23.9,10.33,41.3272,7.48,2.1,37.576,0.0111,1.43,10.4378,0.0121,3.52,48.0138,0.0113,10.82,20.7,23.79,46.62,13
"1749","9301004",E,irregular,4.33,0.1415,10599.15,0.06463,5.36,0.1254,23.9,10.33,41.3272,7.79,2.1,30.514,0.0148,1.01,7.9801,0.0121,3.1,38.4941,0.0134,12.48,26.83,30.58,52.55,15
"1750","9301301",E,irregular,4.84,0.1429,7241.35,0.09067,6.72,0.1254,23.9,10.33,41.3272,7.65,2.1,50.59,0.0061,1.01,15.7635,0.0042,3.11,66.3535,0.0053,10.58,25.73,32.96,62.17,16
"1751","9301401",E,irregular,4.13,0.1521,6939.39,0.38567,5.71,0.1254,23.9,10.33,41.3272,6.07,0.52,17.463,0.0042,0.720000000000001,15.672,0.0029,1.25,33.135,0.0041,9.15,37.07,18.57,56.82,12
"1752","9302701",E,irregular,5.14,0.15,5789.36,0.31621,6.67,0.1254,23.9,10.33,41.3272,5.64,0.78,68.419,0.0013,0.859999999999999,41.9716,0.0011,1.65,110.3906,0.0014,9.91,36.35,25.83,53.84,13
"1753","9302901",E,irregular,3.94,0.1396,6036.17,0.02629,4.84,0.1254,23.9,10.33,41.3272,8.09,2.36,26.948,0.0107,0.87,5.7088,0.0083,3.23,32.6568,0.0094,13.1,23.42,25.2,75.69,16
"1754","9302902",SE,irregular,4.04,0.144,6855.36,0.04782,4.62,0.1254,23.9,10.33,41.3272,8.01,2.36,30.48,0.0108,1,7.4885,0.0083,3.36,37.9685,0.0096,14.12,19.22,28.69,64,15
"1755","9302903",SW,regular,4.5,0.1445,15184.85,0.12062,7.27,0.1254,23.9,10.33,41.3272,7.34,1.83,7.359,0.0765,0.87,2.1696,0.055,2.7,9.5286,0.0678,8.8,21.27,39.17,52.87,14
"1756","9302904",SW,regular,4.09,0.1416,10813.43,0.02945,4.87,0.1254,23.9,10.33,41.3272,7.61,2.36,19.065,0.0271,1,5.0511,0.0194,3.36,24.1161,0.0237,14.24,24.66,30.11,54.87,16
"1757","9302905",SE,mixed,4.14,0.1432,9060.49,0.01293,5.03,0.1254,23.9,10.33,41.3272,7.9,2.36,23.951,0.0181,1.11,7.0105,0.013,3.47,30.9615,0.016,14.85,20.7,29.48,68.65,15
"1758","9302906",SE,mixed,4.59,0.1438,12730.43,0.09928,6.55,0.1254,23.9,10.33,41.3272,7.77,2.09,21.842,0.0247,1.11,7.6648,0.0167,3.2,29.5068,0.0218,13.09,20.46,31.47,49.07,15
"1759","9302907",S,irregular,4.62,0.1404,9608.86,0.05474,5.13,0.1254,23.9,10.33,41.3272,8.62,2.1,21.131,0.0193,1.01,6.2681,0.014,3.1,27.3991,0.0171,13.35,25.92,26.61,65.58,17
"1760","9302908",S,irregular,5.13,0.1432,6624.81,0.07275,5.56,0.1254,23.9,10.33,41.3272,7.93,2.1,33.957,0.0083,0.87,8.1258,0.0064,2.97,42.0828,0.0074,12.18,34.81,30.19,70.19,17
"1761","9302909",SE,irregular,4.17,0.1377,10552.33,0.02958,5.53,0.1254,23.9,10.33,41.3272,8.69,2.36,24.463,0.0206,1.53,7.3055,0.02,3.89,31.7685,0.0204,12.44,24.27,29.19,76.53,16
"1762","9303001",SW,irregular,4.56,0.1618,2934.37,0.41115,7.55,0.1254,23.9,10.33,41.3272,5.6,0.26,10.41,0.0015,0.449999999999999,14.699,0.0008,0.71,25.109,0.0013,8.95,26.14,27.12,35.05,11
"1763","9303101",SE,irregular,5.37,0.1437,11646.84,0.26843,7.37,0.1254,23.9,10.33,41.3272,6.35,1.05,9.736,0.0254,1.01,4.6443,0.0229,2.06,14.3803,0.0263,10.39,27.01,26.58,66.67,13
"1764","9303102",SE,mixed,4.94,0.1355,10937.88,0.11512,6.59,0.1254,23.9,10.33,41.3272,7.86,1.83,14.963,0.0271,1.28,4.6748,0.0271,3.12,19.6378,0.0274,12.76,15.88,33.89,69.53,16
"1765","9303103",E,regular,4.08,0.1386,13256.84,0.2036,6.45,0.1254,23.9,10.33,41.3272,6.94,1.31,15.865,0.0222,1.28,5.2138,0.0294,2.59,21.0788,0.0257,9.38,30.43,32.21,76.29,15
"1766","9303104",E,irregular,4.49,0.139,14760.24,0.11654,6.32,0.1254,23.9,10.33,41.3272,8.08,1.84,18.738,0.0294,1.29,5.2206,0.033,3.12,23.9586,0.0303,11.92,27.24,25.35,53.49,14
"1767","9303105",E,irregular,5.53,0.146,6425.32,0.17056,5.53,0.1254,23.9,10.33,41.3272,6.51,1.58,14.954,0.0138,1.11,5.8172,0.0111,2.69,20.7712,0.0131,13.25,26.88,28.82,74.74,15
"1768","9303106",SE,mixed,4.37,0.1378,8056.14,0.31468,6.67,0.1254,23.9,10.33,41.3272,6.75,0.79,5.245,0.0246,1.29,3.2612,0.0288,2.07,8.5062,0.0309,13.36,14.77,31.28,76.6,15
"1769","9303201",E,irregular,4.13,0.1481,5886.51,0.25659,5.34,0.1254,23.9,10.33,41.3272,6.52,1.04,91.465,0.0014,0.73,34.3543,0.0011,1.77,125.8193,0.0013,14.2,13.48,27.84,59.24,13
"1770","9303301",E,irregular,4.34,0.1473,4169.05,0.26813,5.97,0.1254,23.9,10.33,41.3272,6.52,1.04,20.737,0.0042,0.859999999999999,8.4852,0.0038,1.91,29.2222,0.0043,16.95,7.7,27.39,59.22,12
"1771","9304501",S,irregular,4.31,0.1412,18088.1,0.1394,9.27,0.0728,24.3,8.8,36.5675,8.59,1.83,26.502,0.0253,1.11,11.9226,0.0152,2.94,38.4246,0.0218,15.41,15.19,41.67,62.45,18
"1772","9304601",SW,irregular,4.15,0.1458,5918.45,0.21084,5.33,0.1254,23.9,10.33,41.3272,7.01,1.31,119.474,0.0013,0.87,41.5478,0.0011,2.18,161.0218,0.0013,14.27,14.83,31.89,61.1,14
"1773","9304701",E,irregular,4.04,0.1522,4728.13,0.21188,5.14,0.1254,23.9,10.33,41.3272,6.79,1.31,87.805,0.0014,0.87,28.2285,0.0013,2.18,116.0335,0.0014,13.31,20.11,21.59,61.77,13
"1774","9304801",E,mixed,4.45,0.1425,15136.78,0.03128,9.79,0.0728,24.3,8.8,36.5675,7.78,2.36,24.648,0.0294,1.11,7.9868,0.019,3.47,32.6348,0.0254,9.22,19.11,41.58,50.42,15
"1775","9304802",S,mixed,4.69,0.1357,20659.49,0.02828,8.9,0.0728,24.3,8.8,36.5675,9.3,2.36,22.542,0.0438,1.63,7.6106,0.04,3.99,30.1526,0.0431,13.24,15.87,42.27,51.46,18
"1776","9304803",E,irregular,4.73,0.1355,16263.16,0.04566,7.28,0.0728,24.3,8.8,36.5675,8.57,2.36,10.397,0.0748,1.53,3.607,0.0624,3.89,14.004,0.0712,12.12,13.36,43.16,50.51,16
"1777","9304804",E,irregular,4.23,0.1571,14742.86,0.30878,7.06,0.0728,24.3,8.8,36.5675,6.51,0.78,6.72,0.0347,1,4.8748,0.0273,1.79,11.5948,0.0359,12.29,23.74,31.14,76.39,15
"1778","9304805",E,irregular,4.89,0.1394,9851.47,0.06415,6.02,0.0728,24.3,8.8,36.5675,8.04,2.1,17.756,0.0236,1.53,6.6003,0.0206,3.63,24.3563,0.0231,12.29,13.65,34.3,58.1,14
